Category,Product,Min Price (INR/kg),Max Price (INR/kg),Average Price (INR/kg)
Fruits,Pineapple,97.56323847418467,107.66280922023645,102.61302384721057
Grains,Quinoa,117.37058696622591,176.2302052556566,146.80039611094128
Fruits,Oranges,114.14298820637559,153.4580261652906,133.80050718583308
Fruits,Grapefruit,68.32405211183953,107.9178700483994,88.12096108011946
Vegetables,Drumsticks,90.14526464699367,113.10922206120681,101.62724335410024
Grains,Barley,40.19287903019896,98.74814689484168,69.47051296252032
Pulses,Black-eyed Peas,26.845185364616178,75.60739439098928,51.22628987780273
Fruits,Grapefruit,93.65025058889711,141.8111224015284,117.73068649521275
Fruits,Figs,64.84052635268962,110.00921289253428,87.42486962261195
Fruits,Grapefruit,69.22561226799742,106.49799272469001,87.86180249634371
Vegetables,Carrots,100.54049303281765,142.07703859147134,121.30876581214449
Pulses,Black Gram,113.04254594405522,136.24316598748845,124.64285596577184
Vegetables,Zucchini,62.44856509351144,92.09012451784089,77.26934480567617
Grains,Oats,93.61054645943582,121.17164644786764,107.39109645365173
Vegetables,Okra,58.47988031219041,117.75845515852245,88.11916773535643
Grains,Rice,64.40339209516314,122.58352648150237,93.49345928833276
Fruits,Pineapple,54.083568616216155,80.38796743026859,67.23576802324237
Vegetables,Okra,50.520988180911736,96.99353300028804,73.75726059059988
Pulses,Chickpeas,122.94183980993665,154.55568880031205,138.74876430512435
Fruits,Watermelon,65.69494171693125,111.96046338840537,88.82770255266831
Fruits,Berries,24.617954442973122,55.49555197285657,40.056753207914845
Vegetables,Carrots,30.08108265588074,81.94383559236981,56.01245912412527
Vegetables,Asparagus,43.89740879058073,102.41930099230183,73.15835489144128
Fruits,Melons,92.29755096229935,141.4710232447644,116.88428710353188
Fruits,Blueberries,92.25162479525378,147.17945080401103,119.7155377996324
Vegetables,Bitter Gourd,43.89456967199404,53.96792132551945,48.931245498756745
Pulses,Green Gram,91.56822638211942,154.33399620128793,122.95111129170368
Fruits,Apples,55.09154002929025,77.38129583414712,66.23641793171869
Grains,Oats,88.29387470517439,116.55167409370132,102.42277439943786
Vegetables,Beetroot,101.30202950149182,149.99619979614505,125.64911464881843
Grains,Quinoa,32.10160956229881,71.50143518525628,51.801522373777544
Fruits,Lemon,30.291774467285336,55.8808969053609,43.08633568632312
Vegetables,Broccoli,93.34708381216859,146.7331370560137,120.04011043409115
Grains,Ragi,74.36415349103284,92.41545217645286,83.38980283374285
Grains,Brown Rice,42.954954326443726,57.79862439003079,50.37678935823726
Vegetables,Zucchini,61.574417186842346,93.33072682250838,77.45257200467536
Grains,Brown Rice,112.2988767892228,157.93405329598275,135.11646504260278
Fruits,Pomegranate,115.24171834643404,132.5331319381897,123.88742514231188
Vegetables,Cucumber,79.023297454628,92.45509170006244,85.73919457734522
Fruits,Pineapple,20.273426747080403,42.49412733689961,31.383777041990008
Fruits,Melons,118.76990295098639,174.9490562613651,146.85947960617574
Fruits,Lemon,71.5793625798705,88.62926819563891,80.10431538775471
Vegetables,Cabbage,51.892622239738046,103.4726850320523,77.68265363589518
Grains,Barley,24.118356786017642,63.611744241330385,43.865050513674014
Vegetables,Tomatoes,123.3941386646522,135.27348065472805,129.33380965969013
Vegetables,Kale,38.51694179225128,72.66691786715026,55.591929829700774
Pulses,Lentils,29.478713071367643,78.22046824362448,53.849590657496066
Pulses,Green Gram,62.773153057898874,101.99437557605727,82.38376431697807
Pulses,Lentils,92.56351750203888,115.2638679841294,103.91369274308414
Fruits,Guava,47.3799571440088,69.17234747872784,58.27615231136832
Grains,Ragi,80.53269594654674,126.60588412959295,103.56929003806985
Grains,Brown Rice,45.24609512326751,57.46230740377991,51.354201263523706
Fruits,Blueberries,87.71368889083318,159.16116366496283,123.437426277898
Vegetables,Tomatoes,57.16964924127843,69.52747922064187,63.34856423096015
Vegetables,Tomatoes,57.62480984143327,68.68029626655563,63.15255305399445
Fruits,Watermelon,69.99356024077194,110.43927190224598,90.21641607150896
Grains,Rice,118.48903045437096,164.64315285444346,141.56609165440722
Grains,Barley,82.67495093557646,99.38695433818503,91.03095263688076
Vegetables,Cucumber,62.90182184790967,102.0182563276223,82.46003908776598
Fruits,Papaya,40.72227990348102,52.38297140589652,46.55262565468877
Vegetables,Bell Peppers,106.35559218539255,144.8074878300416,125.58154000771708
Fruits,Melons,25.717589023338487,50.652275099178574,38.18493206125853
Grains,Rice,76.88076113766381,121.77532692288364,99.32804403027373
Vegetables,Broccoli,42.471366974967765,64.72370846249717,53.59753771873247
Fruits,Figs,97.71194317484922,145.47953581304006,121.59573949394465
Vegetables,Bitter Gourd,92.13516664468382,112.3387605372295,102.23696359095666
Grains,Brown Rice,56.15000491575058,102.24710845821075,79.19855668698067
Pulses,Soybeans,54.691076891208176,114.1642381310068,84.42765751110748
Fruits,Figs,34.097845290583514,54.43971225688873,44.26877877373612
Fruits,Apples,101.21372073790934,158.07731191809034,129.64551632799984
Grains,Ragi,80.11096700722993,115.88863724159584,97.9998021244129
Grains,Oats,86.7757548118971,124.6291229011805,105.7024388565388
Vegetables,Zucchini,85.92533156641565,114.31094471406706,100.11813814024136
Grains,Brown Rice,120.66516878250835,166.70137770636347,143.6832732444359
Vegetables,Cauliflower,85.84442297528534,103.95265555613955,94.89853926571244
Grains,Ragi,103.05294572178344,164.8559890492346,133.95446738550902
Vegetables,Cucumber,25.080439645301755,54.939124930721526,40.00978228801164
Vegetables,Carrots,92.88939298149295,123.67403434787701,108.28171366468499
Fruits,Avocado,47.461766367751096,93.63495034527452,70.54835835651281
Vegetables,Kale,118.654356588967,176.13055758556806,147.39245708726753
Fruits,Grapefruit,110.56374763529497,140.65309433066577,125.60842098298036
Grains,Rice,67.33555131669407,117.00192678259735,92.16873904964571
Vegetables,Kale,112.1929860842625,173.5064136371495,142.849699860706
Grains,Oats,96.44853192856924,123.70441085875783,110.07647139366352
Fruits,Apples,56.44593454376596,75.73651887253259,66.09122670814926
Fruits,Guava,88.40664979653823,126.24263239621797,107.3246410963781
Vegetables,Tomatoes,43.823206635311614,90.57814867819192,67.20067765675176
Vegetables,Asparagus,26.69368030572076,73.59123741639489,50.142458861057825
Vegetables,Bitter Gourd,74.83536545578043,86.8832994530519,80.85933245441618
Vegetables,Zucchini,36.34885279767169,79.70494647146029,58.02689963456599
Vegetables,Bitter Gourd,19.082094783608948,69.38880063736258,44.235447710485765
Grains,Rice,76.57182878817954,127.50030627267058,102.03606753042507
Grains,Quinoa,114.40517327473579,172.33313288036567,143.36915307755072
Pulses,Chickpeas,119.47290067778714,158.2864083837004,138.87965453074378
Fruits,Guava,66.60818873028703,80.59373199077717,73.6009603605321
Grains,Oats,92.61048130323313,132.0442710195015,112.32737616136731
Vegetables,Tomatoes,68.41811243762153,122.29143660189321,95.35477451975737
Fruits,Figs,33.53490516025605,54.05380121022762,43.79435318524183
Vegetables,Bell Peppers,71.62778703941991,128.83946303475844,100.23362503708918
Pulses,Soybeans,87.77475721410708,146.07806434316876,116.92641077863792
Grains,Brown Rice,121.27146616988243,159.98378725673408,140.62762671330825
Vegetables,Cauliflower,113.34045870939352,151.44396613828417,132.39221242383883
Vegetables,Okra,59.50824092276637,121.10533385782095,90.30678739029366
Vegetables,Bell Peppers,109.43532084980788,156.13380641020618,132.78456363000703
Vegetables,Drumsticks,25.77627723939867,86.02765133486184,55.901964287130255
Grains,Ragi,106.50151327124176,128.7667800317433,117.63414665149253
Pulses,Black-eyed Peas,27.407264312656036,75.19765157963025,51.30245794614314
Fruits,Oranges,113.98873528513165,131.85252615906307,122.92063072209737
Fruits,Papaya,93.9373306881599,132.03253440392874,112.98493254604432
Pulses,Lentils,62.561962549740315,103.88302666247516,83.22249460610774
Grains,Rice,65.32424523560177,123.15740201462869,94.24082362511523
Grains,Ragi,103.88876985145843,126.81152779966048,115.35014882555946
Grains,Rice,76.99458499658122,129.68964401128193,103.34211450393158
Vegetables,Broccoli,40.03399444557189,85.84105838594654,62.937526415759216
Fruits,Guava,43.47767606930061,62.13723813024332,52.807457099771966
Vegetables,Cabbage,97.15122683920893,112.7431785546887,104.9472026969488
Vegetables,Zucchini,37.6022251800713,78.56060402726293,58.08141460366711
Pulses,Soybeans,43.16958398850566,106.94621933991742,75.05790166421154
Fruits,Pineapple,107.07715113032197,167.18798077448997,137.13256595240597
Pulses,Soybeans,86.04952243682837,137.93676971711076,111.99314607696957
Fruits,Apples,57.6672294421423,78.93858574031702,68.30290759122965
Grains,Quinoa,75.60485631942355,118.79019218366147,97.19752425154252
Fruits,Apples,59.17954583303706,76.64213706516998,67.91084144910351
Vegetables,Okra,55.072321054770896,110.94916905583182,83.01074505530136
Vegetables,Cauliflower,100.7195496719975,130.69109328094285,115.70532147647017
Fruits,Lemon,24.146121678723645,57.280873939667885,40.713497809195765
Vegetables,Tomatoes,54.61736381905628,69.96868548608025,62.29302465256826
Fruits,Pomegranate,78.79159039613971,102.89540787613333,90.84349913613653
Grains,Barley,40.747365121922364,100.66643348136068,70.70689930164153
Grains,Oats,106.83188215111808,139.79258103097234,123.31223159104522
Grains,Barley,53.80272411388617,106.527366213809,80.1650451638476
Fruits,Berries,106.57513763954938,156.92458604314152,131.74986184134545
Fruits,Grapefruit,96.27444225857114,139.33126562980604,117.8028539441886
Fruits,Watermelon,21.51835548008201,47.498692795969966,34.50852413802599
Vegetables,Cucumber,99.37965457214766,150.38524121893263,124.88244789554014
Vegetables,Broccoli,95.77718375721874,149.1405338363026,122.45885879676067
Vegetables,Drumsticks,89.39362016867776,115.95961006699434,102.67661511783605
Vegetables,Cauliflower,29.173803679684198,74.38251874205773,51.77816121087096
Vegetables,Okra,59.216304636640665,113.1368963748676,86.17660050575414
Vegetables,Cabbage,31.63034944034363,69.00042704635948,50.31538824335155
Fruits,Lemon,82.74991095392716,134.81043709874533,108.78017402633624
Vegetables,Beetroot,37.811441065328644,86.39781008283802,62.10462557408333
Grains,Oats,111.2852451467541,133.77607241524598,122.53065878100003
Fruits,Guava,106.18988535280016,168.54950313273932,137.36969424276975
Pulses,Black-eyed Peas,94.02548277644165,113.90794812451882,103.96671545048024
Grains,Brown Rice,54.470578828131565,110.00606415702877,82.23832149258017
Vegetables,Kale,114.39366112139614,169.72037265040524,142.05701688590068
Vegetables,Bitter Gourd,71.25936642022006,87.6891648985312,79.47426565937563
Fruits,Lemon,33.68164662156479,85.68653689187889,59.68409175672184
Fruits,Watermelon,35.49615412129136,87.50419624576065,61.50017518352601
Vegetables,Broccoli,109.50450462626767,133.45112568881325,121.47781515754046
Fruits,Pineapple,20.038518234666526,44.273808770264594,32.15616350246556
Pulses,Lentils,62.89625435466729,109.42923001049364,86.16274218258047
Fruits,Pomegranate,100.04498099416179,164.31705084962974,132.18101592189578
Vegetables,Cucumber,78.4198630351813,93.93351014440084,86.17668658979107
Vegetables,Beetroot,39.39655263051828,87.91053327039144,63.65354295045486
Fruits,Dates,87.65376780547825,123.2543022645635,105.45403503502088
Vegetables,Cauliflower,86.38593294769359,98.05006989070338,92.21800141919849
Vegetables,Carrots,102.24776545935295,141.2543836448432,121.75107455209806
Vegetables,Carrots,88.25319205129593,130.97026529152296,109.61172867140945
Pulses,Green Gram,62.44706842863496,80.53511755471055,71.49109299167276
Grains,Brown Rice,114.31765712861642,164.89072467852765,139.60419090357203
Grains,Brown Rice,62.96516889542511,91.73992062767294,77.35254476154903
Pulses,Lentils,92.79585502516764,125.7856223693525,109.29073869726007
Grains,Barley,82.88427351347983,105.59166905433379,94.2379712839068
Vegetables,Bitter Gourd,19.33828906875536,68.20590323521405,43.772096151984705
Fruits,Lemon,82.25748812516233,130.68276939146787,106.4701287583151
Vegetables,Okra,74.57810020374542,117.52045542162939,96.04927781268741
Vegetables,Cabbage,51.630624662957764,106.17798383810738,78.90430425053258
Pulses,Black-eyed Peas,103.149055902886,155.04083621333203,129.09494605810903
Pulses,Chickpeas,98.6943866465777,135.50524237677314,117.09981451167542
Vegetables,Tomatoes,114.32168567222696,142.2887351831024,128.3052104276647
Grains,Rice,71.354391362776,129.65045557492792,100.50242346885196
Fruits,Oranges,123.89210349687112,157.49770613579912,140.6949048163351
Vegetables,Broccoli,97.47687936093642,141.4815320200469,119.47920569049165
Grains,Quinoa,75.64453673490735,121.6621568882671,98.65334681158723
Fruits,Watermelon,66.44427014279508,110.41336491845742,88.42881753062625
Vegetables,Broccoli,81.63995611732366,95.38928179059252,88.51461895395809
Fruits,Oranges,119.21816621028755,128.64069631724965,123.9294312637686
Pulses,Chickpeas,119.03538917273994,146.2297985965184,132.63259388462916
Fruits,Berries,26.942128904492847,68.52345512413086,47.732792014311855
Pulses,Chickpeas,122.42327284853461,147.8165167538593,135.11989480119695
Fruits,Dates,98.78300977880141,125.60676578603386,112.19488778241764
Fruits,Figs,68.53735416293786,103.84403555311715,86.19069485802751
Vegetables,Spinach,92.91070809849029,121.67369706569882,107.29220258209455
Fruits,Guava,66.5121065700512,80.87119055313737,73.69164856159429
Grains,Barley,39.01836334940757,93.89866664326398,66.45851499633578
Fruits,Pineapple,53.2993662165775,85.05172426404896,69.17554524031323
Vegetables,Okra,58.1908054230867,111.58338476817013,84.88709509562841
Vegetables,Tomatoes,27.137080237241577,67.1723979747189,47.15473910598024
Fruits,Papaya,98.66514606281986,143.02807191868897,120.84660899075442
Vegetables,Kale,74.19888249240017,127.5631766115334,100.88102955196678
Vegetables,Asparagus,54.66253978456848,80.95272785345242,67.80763381901045
Fruits,Papaya,115.525078843935,166.30665670381657,140.9158677738758
Grains,Ragi,69.5778000817417,93.57242289847719,81.57511149010944
Fruits,Dates,83.34268370875701,104.99448615261934,94.16858493068818
Fruits,Blueberries,26.17259833344577,72.62978582957555,49.40119208151066
Fruits,Papaya,117.84392897219766,151.89607794537818,134.87000345878792
Fruits,Figs,94.463200865984,147.39193690988802,120.92756888793602
Fruits,Dates,107.16772314349325,140.98403392783362,124.07587853566343
Fruits,Guava,46.755354306708085,66.69264420809982,56.72399925740395
Vegetables,Bitter Gourd,19.25012276483762,69.869257107656,44.55968993624681
Fruits,Pomegranate,110.57794296678887,128.5996492158753,119.58879609133209
Fruits,Oranges,116.27944219841145,127.88269339046627,122.08106779443887
Vegetables,Tomatoes,117.80372637389118,132.29468985844542,125.0492081161683
Vegetables,Okra,58.61219719176146,118.29871566074898,88.45545642625522
Vegetables,Spinach,61.47857059921073,92.29677199034536,76.88767129477804
Grains,Rice,67.45268535467366,120.44132944242484,93.94700739854926
Grains,Ragi,102.57956765117402,130.23773287439977,116.40865026278689
Vegetables,Cabbage,101.91656044825591,114.36418521725321,108.14037283275457
Vegetables,Cucumber,95.35550271892237,158.91907758963075,127.13729015427656
Vegetables,Bell Peppers,37.976037915888504,59.285698241308864,48.63086807859868
Fruits,Avocado,85.18018796614606,115.40654658679956,100.29336727647282
Grains,Ragi,104.15453612575655,131.05317048344546,117.603853304601
Vegetables,Tomatoes,72.51665193946401,123.83589097079728,98.17627145513065
Vegetables,Zucchini,88.24134372158404,115.2012920262839,101.72131787393397
Fruits,Papaya,39.99856623534884,52.929376542799545,46.46397138907419
Pulses,Lentils,62.91118271787628,106.36183686427609,84.63650979107618
Fruits,Papaya,28.548935081578648,45.42242221601812,36.985678648798384
Vegetables,Tomatoes,27.11942047801036,63.45554445304952,45.28748246552994
Pulses,Black Gram,109.86890889668273,129.14729399131582,119.50810144399927
Vegetables,Drumsticks,107.8070568298514,169.2511853287564,138.5291210793039
Pulses,Chickpeas,85.51651971961256,108.02966844294755,96.77309408128005
Fruits,Figs,66.94368538952405,107.14559093753714,87.04463816353059
Vegetables,Drumsticks,49.43523758014881,62.54223260992519,55.988735095037
Grains,Brown Rice,55.782616989214524,104.16112243046386,79.9718697098392
Vegetables,Asparagus,41.98082944197978,98.08911268693059,70.03497106445519
Vegetables,Beetroot,110.97571569484627,140.72337709000956,125.84954639242792
Fruits,Lemon,33.90235642797701,87.1050253299158,60.50369087894641
Fruits,Pineapple,29.603053332874016,82.9348777013433,56.268965517108654
Vegetables,Zucchini,36.536116030696995,82.04867823236846,59.292397131532724
Vegetables,Zucchini,66.362757408164,91.90922581377119,79.1359916109676
Fruits,Melons,26.14723251277086,53.23643469071446,39.69183360174266
Grains,Whole Wheat,75.53897970719282,111.43000021205947,93.48448995962615
Fruits,Apples,54.373061581856355,75.77592937690267,65.07449547937951
Vegetables,Okra,52.170273063552024,94.02211094012372,73.09619200183788
Grains,Ragi,101.5539895893501,160.54317068467105,131.04858013701056
Vegetables,Carrots,97.63899978117634,118.91702551454166,108.278012647859
Vegetables,Cabbage,38.067764499904314,53.939616193187824,46.003690346546065
Fruits,Berries,27.11559237382714,74.46882934180776,50.79221085781745
Pulses,Black Gram,118.65675789685865,153.78613219426555,136.2214450455621
Grains,Quinoa,75.06646470684544,121.46351166297849,98.26498818491197
Fruits,Watermelon,71.26319369702779,106.96341743972023,89.11330556837402
Pulses,Lentils,41.650996339386445,65.14958794118809,53.40029214028726
Vegetables,Drumsticks,93.84966080962863,112.76554204238121,103.30760142600492
Fruits,Oranges,24.7891560200261,47.716175860026596,36.25266594002635
Fruits,Oranges,23.281185576494554,49.8422937498031,36.56173966314883
Vegetables,Broccoli,39.85556367329292,89.06724314615548,64.4614034097242
Pulses,Green Gram,81.56527792066899,127.92022137854421,104.7427496496066
Fruits,Papaya,31.268587210666393,46.54676144279654,38.90767432673147
Fruits,Pomegranate,102.79848151093385,155.9158880699456,129.35718479043973
Fruits,Avocado,47.77140985890748,62.79955478858268,55.285482323745086
Fruits,Apples,102.84155739139987,164.6617970673549,133.75167722937738
Fruits,Apples,29.538512777775743,44.0630572434025,36.800785010589124
Pulses,Lentils,30.39270656691744,81.42100194343766,55.90685425517755
Fruits,Figs,91.96483195348978,115.61672876378704,103.79078035863841
Vegetables,Broccoli,80.78386117091895,100.18525450124864,90.4845578360838
Fruits,Blueberries,91.23239797646093,157.56477806651856,124.39858802148974
Vegetables,Bell Peppers,101.58862454854177,146.58177935589467,124.08520195221823
Vegetables,Cauliflower,86.34759554228184,133.86412428465326,110.10585991346755
Fruits,Dates,95.1525195731486,131.5058776188389,113.32919859599374
Fruits,Lemon,75.81897967389648,96.84220529971083,86.33059248680365
Fruits,Guava,106.69889756631349,170.65074619036557,138.67482187833951
Vegetables,Asparagus,54.77401012241795,71.13814849644768,62.956079309432816
Vegetables,Tomatoes,70.06193963878142,120.50978182815581,95.28586073346861
Fruits,Dates,94.3183955479674,120.10251434659735,107.21045494728237
Fruits,Watermelon,72.00856849852333,100.78617603767402,86.39737226809868
Pulses,Black Gram,77.50998030728732,118.17855156516255,97.84426593622493
Vegetables,Bitter Gourd,47.043278712935276,93.20457509206969,70.12392690250249
Fruits,Grapefruit,62.41630038926711,82.8876391873271,72.6519697882971
Fruits,Avocado,80.61015096122111,120.20513532836978,100.40764314479544
Fruits,Figs,94.29614354011444,143.86406334199975,119.0801034410571
Vegetables,Kale,117.65569841527571,178.4622727574026,148.05898558633913
Vegetables,Bitter Gourd,91.76276551269468,113.30958573658506,102.53617562463987
Vegetables,Spinach,22.637727247261466,73.33397669381904,47.98585197054025
Grains,Oats,111.45508567605661,133.346742322736,122.4009139993963
Fruits,Figs,92.70452722751276,146.4323687586675,119.56844799309013
Grains,Quinoa,32.8924865796319,71.35316142858701,52.12282400410946
Fruits,Papaya,91.00041078520476,143.51304165075177,117.25672621797827
Pulses,Lentils,31.39482338802126,83.97672373038336,57.6857735592023
Vegetables,Broccoli,84.15732787969984,98.26363451743055,91.21048119856519
Pulses,Lentils,97.35362825394395,134.64114567150338,115.99738696272367
Pulses,Chickpeas,82.96686885370838,108.50142936038246,95.73414910704543
Vegetables,Tomatoes,58.548327819310494,72.6226634404943,65.5854956299024
Grains,Ragi,84.0530215553923,123.41113955003408,103.7320805527132
Vegetables,Carrots,94.30816661747767,136.95910854170785,115.63363757959276
Pulses,Lentils,98.63260615546753,132.5411279782442,115.58686706685586
Vegetables,Cauliflower,115.46465025783408,149.03025369250926,132.24745197517166
Fruits,Pomegranate,80.523729314113,94.08402320464431,87.30387625937865
Grains,Barley,53.7557388657889,102.5322117170775,78.14397529143321
Grains,Rice,65.83075788688663,103.54460535791542,84.68768162240102
Vegetables,Spinach,93.72055232249657,121.21831148194464,107.4694319022206
Fruits,Oranges,24.779663710523977,45.686956604697876,35.23331015761093
Vegetables,Asparagus,52.064585138444656,80.84118407316366,66.45288460580416
Fruits,Pomegranate,100.80626401873288,161.33209070135266,131.06917736004277
Grains,Whole Wheat,118.78215942426185,128.85988562804874,123.8210225261553
Fruits,Avocado,28.49165994393533,53.098869652004716,40.79526479797002
Vegetables,Zucchini,45.12553617455107,97.41763382565512,71.2715850001031
Fruits,Pomegranate,99.140896915676,162.11038990962632,130.62564341265116
Fruits,Oranges,117.6378115468535,130.61496838226068,124.12638996455709
Pulses,Lentils,99.36330257305414,134.57348987190096,116.96839622247755
Grains,Ragi,93.58201458212613,159.4048494299637,126.49343200604491
Grains,Oats,89.37930262013266,129.41156637030736,109.39543449522
Fruits,Avocado,62.455872742814755,88.77540227456407,75.61563750868942
Vegetables,Asparagus,54.327572736626365,82.52053345812195,68.42405309737416
Grains,Quinoa,77.56988455329821,122.18115120639311,99.87551787984566
Pulses,Black-eyed Peas,27.38217544476136,69.65223834407512,48.51720689441824
Fruits,Apples,30.969615121566342,41.50963932327003,36.239627222418186
Vegetables,Bell Peppers,108.6971115370854,139.52683129896977,124.1119714180276
Grains,Quinoa,73.8768983056019,124.4939989639059,99.1854486347539
Fruits,Figs,68.36731248373704,106.58358452622632,87.47544850498167
Vegetables,Cabbage,35.73238291044643,55.779592534078176,45.755987722262304
Fruits,Pomegranate,81.04214615536476,108.9791832441917,95.01066469977823
Vegetables,Kale,114.99803638994493,152.78450398590607,133.8912701879255
Grains,Brown Rice,66.81940157126505,97.12285809643097,81.97112983384801
Vegetables,Broccoli,106.82956890968866,134.6524092757894,120.74098909273903
Grains,Brown Rice,119.96424708059908,158.99746194529624,139.48085451294764
Grains,Brown Rice,49.30778401155171,102.76388967970394,76.03583684562783
Pulses,Lentils,40.10492855051189,69.04876989923973,54.576849224875815
Vegetables,Spinach,101.62573783091574,116.77036935510029,109.19805359300801
Pulses,Chickpeas,85.30935094972331,101.72695848781368,93.5181547187685
Vegetables,Kale,113.13411778055433,171.52353027579903,142.32882402817668
Fruits,Guava,112.63624881496632,158.89504400988446,135.76564641242538
Grains,Quinoa,78.11135328022989,126.07417537528207,102.09276432775599
Fruits,Pomegranate,109.0728303020246,125.36456400607955,117.21869715405208
Vegetables,Kale,78.8005625857717,129.84575849341655,104.32316053959413
Fruits,Melons,119.56451626121043,168.51938502965777,144.0419506454341
Vegetables,Bitter Gourd,97.32394992846349,107.14504951335839,102.23449972091095
Fruits,Grapefruit,53.271151835999774,68.7363975156942,61.003774675846984
Fruits,Pineapple,29.970004080194354,82.42178853109941,56.19589630564688
Pulses,Lentils,61.53836628991542,107.84049195166259,84.689429120789
Pulses,Black-eyed Peas,44.23462833909381,85.94212675239612,65.08837754574496
Vegetables,Spinach,60.3062054261727,91.07428583245155,75.69024562931213
Vegetables,Bell Peppers,37.88468881218588,55.30633634246142,46.595512577323646
Fruits,Avocado,27.84516631528793,54.06291334277809,40.95403982903301
Vegetables,Tomatoes,67.41216553394275,122.94227563994673,95.17722058694474
Fruits,Guava,94.36027008587139,122.11869348398814,108.23948178492977
Fruits,Pineapple,29.80542983018549,82.94952432590618,56.377477078045835
Grains,Oats,40.863282241482096,68.9534671816255,54.9083747115538
Fruits,Figs,74.79841452702081,110.85116973553777,92.82479213127928
Vegetables,Spinach,92.10183996254068,125.34219303048039,108.72201649651053
Vegetables,Bitter Gourd,20.45464036792522,68.96073529744785,44.70768783268654
Fruits,Melons,86.98246205785634,147.8023075107631,117.39238478430971
Vegetables,Cabbage,36.97132355312309,56.010671394823454,46.49099747397327
Grains,Brown Rice,57.46563234878374,108.5037556232168,82.98469398600028
Grains,Oats,106.4620479083611,142.69021489974475,124.57613140405292
Pulses,Chickpeas,83.16864821359975,110.69389243493049,96.93127032426511
Vegetables,Cauliflower,85.32028789830918,97.4091099711439,91.36469893472653
Fruits,Oranges,19.823874756829504,56.93803607305175,38.38095541494063
Fruits,Guava,43.313286900398666,62.113892178069904,52.713589539234285
Grains,Quinoa,32.14767050358505,76.01444162177248,54.08105606267876
Fruits,Guava,45.425526259222366,62.02977458680696,53.727650423014666
Fruits,Melons,64.06325249533364,117.56702005507228,90.81513627520296
Pulses,Lentils,30.269027368301302,80.88459482745556,55.57681109787843
Pulses,Soybeans,100.9828845708153,122.81385252539285,111.89836854810407
Vegetables,Tomatoes,118.70627582119921,144.93018394105178,131.8182298811255
Fruits,Berries,21.657584149660124,76.12238249138005,48.88998332052009
Fruits,Blueberries,93.26591014843876,137.68686163178634,115.47638589011255
Fruits,Avocado,83.50775648285335,120.15329126064591,101.83052387174963
Vegetables,Zucchini,82.34077767277307,119.73231255417198,101.03654511347253
Grains,Whole Wheat,113.27540624961318,127.40268483643197,120.33904554302258
Grains,Barley,84.11186619833012,105.86258701630335,94.98722660731673
Fruits,Berries,26.91149098791505,74.91847305213821,50.91498202002663
Grains,Rice,114.32218464016194,174.89214566970927,144.60716515493561
Vegetables,Bitter Gourd,76.7275450829437,89.38203381912338,83.05478945103354
Fruits,Papaya,38.86328140840647,48.45806491357719,43.660673160991834
Grains,Ragi,100.14361086151905,127.56203606273736,113.85282346212821
Fruits,Figs,90.30019822931898,122.28565830570982,106.2929282675144
Fruits,Papaya,90.68339655475737,143.87403337978188,117.27871496726962
Vegetables,Zucchini,89.14797947194167,116.62637091340011,102.8871751926709
Vegetables,Kale,119.4348757339547,157.0880488313693,138.261462282662
Vegetables,Broccoli,95.98634742147863,143.01738091140095,119.50186416643979
Grains,Whole Wheat,77.12690949454019,140.61150260626428,108.86920605040223
Vegetables,Cabbage,53.439138375797064,108.98159453945004,81.21036645762355
Vegetables,Carrots,100.44350464784885,115.23499725998029,107.83925095391457
Vegetables,Cucumber,100.78485179376366,153.6025083493987,127.19368007158118
Fruits,Dates,35.272703375364756,46.0674051840166,40.670054279690675
Fruits,Oranges,20.04046687864112,53.72171733606316,36.88109210735214
Grains,Quinoa,79.2025752356127,116.77609982654988,97.98933753108129
Fruits,Avocado,48.6375357969325,95.32606232094818,71.98179905894034
Grains,Brown Rice,53.92493903131463,106.35253399091965,80.13873651111714
Vegetables,Drumsticks,111.63126994610072,168.2835001843094,139.95738506520505
Pulses,Chickpeas,114.67668629545298,152.36113791309756,133.51891210427527
Fruits,Dates,88.88559952121555,127.79813522345059,108.34186737233307
Fruits,Berries,28.21592757028561,69.0727390426841,48.64433330648486
Vegetables,Drumsticks,24.829898182490673,83.37772161405397,54.10380989827232
Vegetables,Spinach,65.63587591964752,86.34870458060622,75.99229025012687
Fruits,Dates,91.06189332139189,123.46390613753898,107.26289972946543
Vegetables,Kale,35.556210133728,74.76035725553547,55.158283694631734
Vegetables,Okra,58.895361358803214,120.72120950125318,89.8082854300282
Fruits,Apples,105.86310293926239,165.79747453914268,135.83028873920253
Grains,Barley,115.17170319232119,123.69397557571301,119.4328393840171
Vegetables,Tomatoes,41.69483704444216,87.93188772774155,64.81336238609185
Vegetables,Broccoli,44.37546369768451,67.30365788748908,55.839560792586795
Pulses,Black Gram,113.03350911544909,151.4230017677592,132.22825544160415
Vegetables,Cucumber,100.68999561012254,151.83513094733323,126.26256327872788
Fruits,Grapefruit,89.24304500202597,141.10393190593334,115.17348845397964
Pulses,Green Gram,72.0550808271304,114.3324954964731,93.19378816180175
Grains,Brown Rice,41.917928359705485,58.50940662586242,50.213667492783955
Vegetables,Carrots,91.63267995539097,126.32576386134019,108.97922190836559
Fruits,Oranges,19.84991275394647,56.30516864948135,38.077540701713914
